x,y,0_5,100_,10_15,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,63,4,0,0,0,0,0,3,3,0,3,4,0,7,3,4,4,4,0,0,0,0,21,21,42
0,64,3,0,6,7,5,5,5,3,5,7,8,6,7,3,4,7,3,5,0,0,0,38,50,88
0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,77,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,4,7,11
0,84,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,7,9,16
0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6
0,104,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,3,5,8
0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119,3,0,0,3,0,0,3,0,3,3,0,0,0,0,3,4,3,4,0,3,0,16,11,27
0,120,3,0,3,3,3,3,3,0,3,3,3,0,3,3,3,0,0,3,0,0,0,15,19,34
0,121,0,0,4,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,6,7,13
1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,5,5
1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,6
1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,5,0,5
1,51,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,6,9
1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
1,59,0,0,6,4,0,3,3,4,0,5,4,3,5,0,0,3,3,3,0,0,0,16,25,41
1,60,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,5,5,10
1,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,4,10
1,62,0,0,3,3,3,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,8,9,17
1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,64,0,0,0,3,0,0,3,3,0,3,0,5,3,0,0,3,0,0,0,0,0,10,13,23
1,77,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,3,6,9
1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
1,123,3,0,0,0,3,0,0,0,4,0,0,3,3,3,0,0,0,3,0,0,0,8,9,17
1,124,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,7,4,11
2,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
2,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,7,3,0,0,0,0,11,18,29
2,18,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,4,7
2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,6
2,54,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,13
2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,57,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,7
2,59,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3
2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3
2,78,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,8,4,12
2,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4
2,83,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,3
2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
2,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
2,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3,7,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,4,7
3,17,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,0,0,6,11,17
3,38,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,6
3,47,3,0,3,4,0,0,3,0,3,0,3,3,3,0,0,0,0,0,0,0,0,8,13,21
3,54,3,0,5,5,3,3,3,3,6,3,3,4,3,9,7,4,5,4,3,0,0,28,40,68
3,55,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,10
3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,5,8
3,65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
3,66,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4
3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,81,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6
4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
4,47,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,0,3,0,0,0,0,9,14,23
4,53,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
4,54,5,0,6,7,3,0,5,4,3,9,3,3,3,4,3,3,3,3,0,0,0,27,33,60
4,56,3,0,0,3,0,0,0,3,0,3,3,0,3,4,3,3,0,0,0,0,0,7,9,16
4,57,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6
4,80,3,0,0,0,0,0,3,3,0,7,3,0,6,3,3,0,3,3,0,0,0,16,21,37
4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,4,5,9
5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
